returned_spotify_id,spotify_name,followers,monthly_listeners,mapping_tier,fua_code,study_city_label,population
3tx8fyu3c4OBP5nejYtUOb,Average White Band,473616,830950,strict,UK550F,Dundee City,264690
2Q4FnG5T6NTUcAAZwuMV5K,Del Amitri,117032,827530,strict,UK004F,Glasgow,1895840
1NfJU4hy56Z4UM4iyIa1B2,Courteeners,366021,819255,strict,UK008F,Manchester,3595966
3bpvhFSIErguVNQUiutctF,Climie Fisher,91736,814321,strict,UK001F,London,12666099
3u9rbdcmA6CxjxOAkjaeFr,Kokoroko,405946,813289,strict,UK001F,London,12666099
5N5tQ9Dx1h8Od7aRmGj7Fi,Bauhaus,1137691,808555,strict,UK528F,Northampton,439811
17UkABEasVRlCcIFZ3wHb7,Steps,446647,796161,strict,UK001F,London,12666099
2qlAMLpUyBjZgnzuFXXZXI,Klaxons,327144,791164,strict,UK001F,London,12666099
596ByjVYnslGJIHxEBGjF8,Ultrabeat,60158,767735,strict,UK006F,Liverpool,1597536
31jvzuB4ikftPQZJwrYfCF,Enter Shikari,522047,764839,strict,UK001F,London,12666099
3lcbKPLl0ci2mKRdcP5Etf,M People,281163,762770,strict,UK008F,Manchester,3595966
223iUzG0kb5V166FJP9ovD,IAMX,246831,750077,strict,UK001F,London,12666099
38LdIuxB548zgHoEY2AN7a,While She Sleeps,528146,740851,strict,UK010F,Sheffield,1217504
1JVoO5bwfU8GNuAZLpBoHe,The Dream Academy,81792,735488,strict,UK001F,London,12666099
6PHIK3kjWggLtVygsOtpqS,Suede,569692,713390,strict,UK001F,London,12666099
6hl5k4gLl1p3sjhHcb57t2,Circa Waves,319278,708315,strict,UK006F,Liverpool,1597536
6OiHleP2bHM18dXq4aZQWt,The Coral,287640,707737,strict,UK006F,Liverpool,1597536
2qT62DYO8Ajb276vUJmvhz,XTC,391755,705276,strict,UK535F,Swindon,243875
5kwHgbzNHq1iHkUSrAmjjQ,Audio Bullys,83213,701846,strict,UK001F,London,12666099
15qI5w4XJFLRMwOp2VrlD5,The Saturdays,736766,701836,strict,UK001F,London,12666099
0ZZr6Y49NZWRJc0uCwqpMR,Feeder,262471,679131,strict,UK558F,Newport,262018
45O9BwPMyywM755SYUK0sP,Uriah Heep,860808,659174,strict,UK001F,London,12666099
5k979N1TnPncUyqlXlaRSv,The Longest Johns,272973,653167,strict,UK011F,Bristol,1025309
339DNkQkuhHKEcHw6oK8f0,Happy Mondays,462546,652616,strict,UK008F,Manchester,3595966
2DxlS3lTLFIq70S7ap5H3y,Buzzcocks,490422,638182,strict,UK008F,Manchester,3595966
0ucLPotcQNI7AViFytdhBz,Ladytron,333134,637497,strict,UK006F,Liverpool,1597536
3loflELg7MzgrOyNqERolN,The Style Council,368853,626814,strict,UK001F,London,12666099
1h8YIw9HLr6E8gdXVDRbVJ,Big Country,271022,622663,reviewed_extended,UK007F,Edinburgh,932180
2WuKU0SYZOQyY3MmE4vtez,New Hope Club,986109,617401,strict,UK008F,Manchester,3595966
5jqKIZLB5WA5KquEihB3ND,Deacon Blue,256096,612759,strict,UK004F,Glasgow,1895840
10n5lhNDoSMUHWLlnST1yw,Slade,473230,612385,strict,UK002F,Birmingham,3247941
49H2dQUNhIlso7VNkS8nFR,Freemasons,65062,607845,strict,UK515F,Brighton and Hove,451122
5vIOGcdmx1eIkq3ZtuS12U,Ocean Colour Scene,454701,606956,strict,UK002F,Birmingham,3247941
5BaHqGtf6UAZnHfqdPaTDA,Them,155177,598923,strict,UK012F,Belfast,817574
2nszamLjZFgu3Yx77mKxuC,UNKLE,420500,596520,strict,UK001F,London,12666099
5xi3SZpllRPAkoPVbjB6nc,JLS,520107,591899,strict,UK001F,London,12666099
1aOt6LvXOV6I8dv1A5Diia,DON BROCO,285868,584790,strict,UK549F,Bedford,194976
6EL5GD53kaaVgJCHgdtdLz,Steve Harley & Cockney Rebel,66094,584745,strict,UK001F,London,12666099
1054JdBVMCPm9VpvkUcOYX,Sweet Female Attitude,31030,582178,strict,UK008F,Manchester,3595966
53RkHTcl0SJZjpzqogkBf4,The Fixx,284550,569663,strict,UK001F,London,12666099
52Syw7gkGRePCAYvEY2X9D,N-Dubz,307419,569050,strict,UK001F,London,12666099
7sbwBqdkynNUDgiWU3TQ5J,Aztec Camera,155418,568826,strict,UK004F,Glasgow,1895840
2WRStKp4ihGVUzlzWfv1Qt,The Undertones,274928,562915,strict,UK586F,Derry & Strabane Local Government District,152383
1tttI1iC4FsS6BM5l38oe5,Marmalade,89242,545335,strict,UK004F,Glasgow,1895840
2lxX1ivRYp26soIavdG9bX,The Yardbirds,1006505,543254,strict,UK001F,London,12666099
3Rj0tDHoX7C5NFq5DKIpHt,Stereolab,428315,542759,strict,UK001F,London,12666099
5G49Sq5mMzAkGL4ZP6eVPY,The Staves,235928,540680,strict,UK001F,London,12666099
0Zy4ncr8h1jd7Nzr9946fD,Killing Joke,397648,538563,strict,UK001F,London,12666099
0LVrQUinPUBFvVD5pLqmWY,Doves,299777,533297,strict,UK008F,Manchester,3595966
5GUVj2b1lJ4DolQyHlzyaO,Blind Faith,474336,529325,strict,UK033F,Guildford,285643
5NXHXK6hOCotCF8lvGM1I0,Porcupine Tree,808818,514183,strict,UK556F,Dacorum,161420
14Gi3Uph96lpNB3utkoVAD,Hard-Fi,200592,508027,strict,UK001F,London,12666099
6FlOCziOXI157pvUREAh3E,Los Campesinos!,209086,507510,strict,UK009F,Cardiff,939371
7jZycSvTyx0W9poD4PjEIG,The Hunna,268983,506302,strict,UK001F,London,12666099
4phr5rAgWhcZtWJu8w8lKv,Swing Out Sister,183037,502370,strict,UK008F,Manchester,3595966
3r9TXuXfOUxXjgYgAR0fP8,Bay City Rollers,225644,499865,strict,UK007F,Edinburgh,932180
6BD4lgmnh4vy6kkCaZRDWt,Bury Tomorrow,357588,497979,strict,UK520F,Southampton,713674
0r2TmTSwK6XAhAxNxTDOb4,Olive,31488,491693,strict,UK001F,London,12666099
1eVEVL20zNLcGrPDOR691N,The English Beat,170891,483379,strict,UK002F,Birmingham,3247941
3AmWjMXXtBJOmNGpUFSOAl,Gang Of Four,292732,469462,strict,UK003F,Leeds,3070506
4BntNFyiN3VGG4hhRRZt9d,The Subways,220739,467832,strict,UK001F,London,12666099
4AOiNpcmfXTiWDB3uFszgn,The Big Push,233766,466052,strict,UK515F,Brighton and Hove,451122
71vVmHeNgCVSa5SVmfvscU,Saxon,685716,460256,strict,UK010F,Sheffield,1217504
6VeL8VhaMjHTPc5uovFl3h,The Damned,442692,459791,strict,UK001F,London,12666099
7zYGAXxAaq15C9eM29M8Fj,Eternal,128019,453940,strict,UK001F,London,12666099
5ZvwJikDgdP1PFU4PkAPVG,Bleed From Within,289069,451660,strict,UK004F,Glasgow,1895840
1mlZXof4sEGLFspPzlQdFL,X-Press 2,21792,450693,strict,UK001F,London,12666099
4ddt8PPvmWrI9mJQy1VrIG,Band Of Skulls,272436,446823,strict,UK520F,Southampton,713674
4LlDtNr8qFwhrT8eL2wzH4,The Hoosiers,219418,438135,strict,UK573F,Bracknell Forest,130806
6lOC7lwSO1ql4Gc2Y3QObY,East 17,135562,434704,strict,UK001F,London,12666099
3xByNj8XW17oW0wsJhgzYL,SOFT PLAY,288282,433170,strict,UK001F,London,12666099
1YqGsKpdixxSVgpfaL2AEQ,Small Faces,358793,431362,strict,UK001F,London,12666099
2h3ooJn8m8X8cL2g1BZ1Rd,Yard Act,155450,416371,strict,UK003F,Leeds,3070506
1O7aMVbDeSXY2LiVBhb13w,The Herbaliser,165562,415029,strict,UK001F,London,12666099
37f9cjf8Ic4t7vYNRYAzI7,Apollo 440,160231,414420,strict,UK006F,Liverpool,1597536
0ZXKT0FCsLWkSLCjoBJgBX,Anathema,447557,413525,strict,UK006F,Liverpool,1597536
74K7bX12L8GBAWvPuyIgJ7,Embrace,181930,411812,strict,UK003F,Leeds,3070506
048FBwXjFYBWxSggPDipic,Maximo Park,259584,411159,strict,UK013F,Newcastle,1221203
4WjeQi9wm84lYTIWZ95QoM,Boston Manor,192021,410364,strict,UK553F,Blackpool,348381
3lN1TG4RIoaJCff6Ck9KUR,The Farm,76908,408875,strict,UK006F,Liverpool,1597536
0Wkm45quqfx3NepJpXDvwE,Superorganism,263802,402523,strict,UK001F,London,12666099
5moJNCJeiNwuQAhDLJXULs,Incognito,231010,401799,strict,UK001F,London,12666099
1W4SfNO5hb1tdX0wQ87zxl,Racey,50878,401016,strict,UK011F,Bristol,1025309
5mZC7ndY6oGMxJentRwsuV,Young Fathers,272197,397759,strict,UK007F,Edinburgh,932180
70MMkLXtue3Edj3RJhJkYp,Public Image Ltd.,359205,397001,strict,UK001F,London,12666099
0vW8z9pZMGCcRtGPGtyqiB,The Maccabees,379450,394513,strict,UK001F,London,12666099
0wOej91SVqB1zcYkW6xUtA,Pale Waves,387390,390813,strict,UK008F,Manchester,3595966
72hqBMsw7x5jnfxxwkii8L,Leftfield,258734,390024,strict,UK001F,London,12666099
6bGcpvHbRHg8s0wiNyIZK1,Kula Shaker,266533,387963,strict,UK001F,London,12666099
7fh7bwX9qV60tLxxsp9bTe,The Durutti Column,141887,384367,strict,UK008F,Manchester,3595966
3ysp8GwsheDcBxP9q65lBg,Lush,315449,382347,strict,UK001F,London,12666099
0vBDEQ1aLZpe4zgn2fPH6Z,Cast,183638,381917,strict,UK006F,Liverpool,1597536
2413I9w4sRbBz4zi5zgwjX,Cassia,69239,377418,strict,UK008F,Manchester,3595966
34UhPkLbtFKRq3nmfFgejG,Mogwai,647271,370209,strict,UK004F,Glasgow,1895840
3xYNGCooNIzKMAtJYKSOyq,Electronic,164721,367540,strict,UK008F,Manchester,3595966
4QmkLL9JOqM9dusHS1Hghe,The Searchers,216702,355906,strict,UK006F,Liverpool,1597536
2ARO60gI5do88ho6azmzab,Django Django,252535,347616,strict,UK001F,London,12666099
6dYrdRlNZSKaVxYg5IrvCH,The KLF,144352,343591,strict,UK001F,London,12666099
5PYuBRQMHh7nWmdV076sH9,Heaven 17,273309,342911,strict,UK010F,Sheffield,1217504
1QCANeffsBIHjzhMqUIxBh,Babybird,21473,342115,strict,UK010F,Sheffield,1217504
0gIo6kGl4KsCeIbqtZVHYp,Paradise Lost,395901,336657,strict,UK003F,Leeds,3070506
08YvZ2qzFrDSITfHLbPKMP,Lamb,269420,332261,strict,UK008F,Manchester,3595966
7ooOn6bokl4mGV4CEaUz6A,Shakespears Sister,126106,331052,strict,UK001F,London,12666099
2DppeCnNtvrLfEobq9Pw5r,Adam & The Ants,352561,328644,strict,UK001F,London,12666099
3iejrAcqxYoVgyxp6zkWgs,Shed Seven,175249,327277,strict,UK533F,York,209301
1Q776wzj2mrtXrNu3iH6nk,Archive,330186,318451,strict,UK001F,London,12666099
1dekSPU23UC5hw5b8Uxk9W,Dodgy,70095,318066,strict,UK001F,London,12666099
1HOeqtP7tHkKNJNLzQ2tnr,Everything Everything,310570,317529,strict,UK008F,Manchester,3595966
6htUPs3clIStnkvg5jimKZ,Liberty X,157028,317064,strict,UK001F,London,12666099
09mvgMBvJkxarNIDGdwPWg,Love and Rockets,235396,313702,strict,UK528F,Northampton,439811
0WUphJOGHE5i95IeR87hsO,China Crisis,149310,306242,strict,UK006F,Liverpool,1597536
4fgXfJCQnK6c44u4KzAtQP,Sundara Karma,206350,305536,strict,UK552F,Reading,370107
3Uz6jx81OY2J5K8Z4wmy2P,Camel,441790,305476,strict,UK033F,Guildford,285643
5lhaM01nwvsMZpmPY2HVER,Carcass,495994,303826,strict,UK006F,Liverpool,1597536
2pVMD4bFwl4AyoYyyo51Qg,Barclay James Harvest,187986,303511,strict,UK008F,Manchester,3595966
4Bgfzia8wyaGaTn42egzTv,Catatonia,90480,301265,strict,UK009F,Cardiff,939371
52y1cRHUkI0kQqIXCg6JuZ,Johnny Kidd & The Pirates,37258,300280,strict,UK001F,London,12666099
0WPY9nnBy01s5QOt4o4oQX,Ride,272871,296215,strict,UK560F,Oxford,606748
5gInJ5P5gQnOKPM3SUEVFt,Camera Obscura,206573,295126,strict,UK004F,Glasgow,1895840
2LIdnZDzySb04oH40be1fR,Fairport Convention,149174,294353,strict,UK001F,London,12666099
4GzIiGnHYrOnq2LUiD6zdo,Jive Bunny and the Mastermixers,63077,294182,strict,UK010F,Sheffield,1217504
09K1H1DgyIXHsMx2j7KTFX,Mystery Jets,170699,291320,strict,UK001F,London,12666099
45FqwUG4hTT6d39r2HUsUe,Sea Girls,161623,289846,strict,UK001F,London,12666099
19f2JXwlRU26376TCKmp6L,GoGo Penguin,295895,289811,strict,UK008F,Manchester,3595966
66GWpx9iLxrvvfhDsG9STP,Inspiral Carpets,169178,285082,strict,UK008F,Manchester,3595966
4K3NWDwBIxgktui14SccR2,The Vapors,63462,284360,strict,UK033F,Guildford,285643
0GShYlUdyLahdsvgKdselx,Bad Manners,175516,283186,strict,UK001F,London,12666099
31DXlldabwPHwu6dYevuzK,Simian Mobile Disco,182922,281669,strict,UK001F,London,12666099
7DEseTqRODmSu3C7jxCHl5,The Boxer Rebellion,126547,280654,strict,UK001F,London,12666099
1GWV70Reko15eV2nHCm0bM,The Blue Nile,109768,278387,strict,UK004F,Glasgow,1895840
2HBbky0Z08ZcCKVsXWbNE4,The Dave Clark Five,252497,278011,strict,UK001F,London,12666099
0aTdKgInKeMlNnwWSa1YPT,OceanLab,83360,276395,strict,UK001F,London,12666099
51Eq6WMVEOjjx9KQMAnneG,The Cribs,212021,276100,strict,UK003F,Leeds,3070506
3VQXCMRCSzdKek71OkAL3Q,World News,17710,276065,strict,UK001F,London,12666099
2i8ynmFv4qgRksyDlBgi6d,Wire,240002,272502,strict,UK001F,London,12666099
14GEKKALFIO2oB9IdGXg2e,Reverend And The Makers,95993,271305,strict,UK010F,Sheffield,1217504
5pL8Q5xbDLEDE6JvYMXX9u,Nu:Logic,41401,269288,strict,UK017F,Cambridge,414802
2bt3I0VkmYuPvP57sxokab,Stiff Little Fingers,236374,266703,strict,UK012F,Belfast,817574
7KnaZr690xW0sCihF9Z8oP,lostprophets,179652,264396,strict,UK009F,Cardiff,939371
194g4SFwSSzyPtgkH7v3Cx,After The Fire,24888,261736,strict,UK001F,London,12666099
52K4ArhA4OgMO7AsyEgqCT,Bow Wow Wow,131599,261338,strict,UK001F,London,12666099
2qsc1hUhG2UrNZhByveJ6x,Danny Wilson,29191,260573,strict,UK550F,Dundee City,264690
231kUXNyI5BYxIvZacVbCu,Levitation,7922,260389,strict,UK001F,London,12666099
5HAtRoEPUvGSA7ziTGB1cF,The Orb,214298,260320,strict,UK001F,London,12666099
3cqIsBnzV3BabbPWKz8Txf,Mud,92756,259860,strict,UK001F,London,12666099
2qV7axHq9Jk7QqFcB3f05A,The Zutons,160719,254373,strict,UK006F,Liverpool,1597536
7sYipTRgDXS2JVOPEhRutx,Portico Quartet,213988,251925,strict,UK001F,London,12666099
7EFB09NxZrMi9pGlOnuBpd,The Horrors,296621,251304,strict,UK001F,London,12666099
6EK2381dTQEvcn3KrnMOWQ,Uniting Nations,11305,251123,strict,UK006F,Liverpool,1597536
7DruTvBV7owt1aSAZHsU58,Viola Beach,146142,245749,strict,UK531F,Warrington,215391
4KlYg0F5KG9QNDFKaeTNAy,VNV Nation,225268,245699,strict,UK001F,London,12666099
7hqZBHSgDs1odG9aupMzEI,Big Audio Dynamite,159697,244576,strict,UK001F,London,12666099
2RiGIRDi4GoJpDbjDnPVJl,Sylosis,189903,236596,strict,UK552F,Reading,370107
2CxLP749mup3ncPrXgCnvU,Humble Pie,375622,234347,strict,UK001F,London,12666099
1TrwMxRrrlk0hZxJkw4jUF,Levellers,94240,228842,strict,UK515F,Brighton and Hove,451122
7n1EM42Fseebd9H2p8eWWS,New Model Army,124775,226980,strict,UK003F,Leeds,3070506
3gnrmLahFhVXRI9DA1MImH,We Were Promised Jetpacks,142629,226591,strict,UK007F,Edinburgh,932180
6C0JkmxU2cgkVzotHJgfW7,Athlete,142136,225403,strict,UK001F,London,12666099
4W2dcPOyD7eSfJCPHCfwoA,Living In A Box,94130,223338,strict,UK010F,Sheffield,1217504
6DKmuXxXASTF6xaJwcTfjv,Spiritualized,285400,222247,strict,UK025F,Coventry,787858
3LtBdgNHdH0Ix8hCFZ4NJG,Blancmange,123820,221240,strict,UK001F,London,12666099
3mZqziCJj4pq3P2VBpmK6p,Friendly Fires,235528,215715,strict,UK001F,London,12666099
2SRIVGDkdqQnrQdaXxDkJt,Haken,248459,213215,strict,UK001F,London,12666099
1Pe3z1UqRzKsQtHsl25dm6,Juno Reactor,99783,212577,strict,UK001F,London,12666099
4hzCcF4Leos2sKnz79nwhz,The Sound,119926,207467,strict,UK001F,London,12666099
6VsiDFMZJlJ053P1uO4A6h,Public Service Broadcasting,191872,204661,strict,UK001F,London,12666099
33W24YuaMUEk85MwRX6cRs,Paper Lace,42819,203759,strict,UK029F,Nottingham,936382
5fwaejlOHVBAw1KhIPPaQe,Venom,617815,203523,strict,UK013F,Newcastle,1221203
5uh8Bhewltd8j0TLZjNImc,Lemon Jelly,188511,203232,strict,UK001F,London,12666099
6veTV9sF06FBf2KN0xAdvo,The Go! Team,101993,202864,strict,UK515F,Brighton and Hove,451122
77zwstbi3x1IxnbDFg6uns,Wishbone Ash,239755,199281,strict,UK561F,Torbay,140126
0THUMJMWUd5L8os9K6O4FE,World Party,59109,199197,strict,UK001F,London,12666099
3z3KnhKZObj216IgfHYGVf,Diamond Head,216505,199057,strict,UK002F,Birmingham,3247941
4zPGlyitRvJo7iz6OKlETa,Gomez,139162,198405,strict,UK006F,Liverpool,1597536
0IBAqjHG8DSaD7PPCGnGiZ,Babyshambles,291010,198309,strict,UK001F,London,12666099
35S20clEkkSNUo23ViaslZ,Band Aid,53354,195618,strict,UK001F,London,12666099
1fy3AQc7grjf5LnCd7snSg,The View,156449,195510,strict,UK550F,Dundee City,264690
1USHlPahTZrCeJXS2v5pkF,Thunderclap Newman,20516,194255,strict,UK001F,London,12666099
3vldh5Ceynytj6Iglw4haP,Tommy Lefroy,94042,192772,strict,UK001F,London,12666099
6WoTvA9qinpHtSRJuldYh6,The Fall,224200,190295,strict,UK008F,Manchester,3595966
6WH1V41LwGDGmlPUhSZLHO,Autechre,284945,187473,strict,UK008F,Manchester,3595966
2Sp19cOHSqAUlE64hekARW,Teenage Fanclub,164920,186449,strict,UK004F,Glasgow,1895840
7FPkZue0zzjHaOPJb4WCw3,The Pigeon Detectives,214476,184605,strict,UK003F,Leeds,3070506
2McLd7klWE4UjkPLqqMwLv,The Qemists,105080,184241,strict,UK515F,Brighton and Hove,451122
7vPXrGlSGukcwpaPxUfKKR,Japan,251906,183396,strict,UK001F,London,12666099
2qhmNI4ZHPpeDutdg473Z3,The Future Sound Of London,179121,181260,strict,UK008F,Manchester,3595966
6RDAHUqUqJab8TZmyRHFss,Stooshe,81733,180657,strict,UK001F,London,12666099
3EbMlZ7ZKmFWPTHrLzpzvs,Bolt Thrower,285017,180166,strict,UK025F,Coventry,787858
3TBfn8PtXr42OrTPaoC3E8,The Futureheads,108938,175654,strict,UK510F,Sunderland,288606
0PFM64sKw3GG4Sk8kqNIcp,Until The Ribbon Breaks,44423,174393,strict,UK009F,Cardiff,939371
3mbVe260Kgvs1P8YFcCyY7,The Seahorses,134499,173184,strict,UK533F,York,209301
57YVY9QP1mhqc51WqHln0e,Tom Robinson Band,37011,171964,strict,UK001F,London,12666099
5BEYGWk6aPdNXxBx9pwU8S,The Soup Dragons,50553,171856,strict,UK004F,Glasgow,1895840
37QFe07xXVifiZf6t6t3PE,The Corries,37863,171307,strict,UK007F,Edinburgh,932180
6XgIk9Y6qy6JCMZVime6DQ,Bob Vylan,188980,171179,strict,UK001F,London,12666099
4NPManowiyiGa72hezruf2,Cock Sparrer,137956,166468,strict,UK001F,London,12666099
3SfrwwVPGtjYTI3vwQ4hEU,Thunder,122168,165055,strict,UK001F,London,12666099
6NB4b8lltHCjOhW7vQZkAy,The Exploited,272998,164967,strict,UK007F,Edinburgh,932180
5O0RrEgz4NLCPLrDZiPggz,The Slits,155815,164826,strict,UK001F,London,12666099
6msJKphD3VXZPItnztefdH,Stateless,31770,164345,strict,UK003F,Leeds,3070506
5yBDILLJyNFAjFpECkk7ys,Beady Eye,205926,164088,strict,UK001F,London,12666099
3k7uMwc8FLJmH8RHMh2HF8,Babylon Zoo,17699,163876,strict,UK002F,Birmingham,3247941
5gNduPlUGHsgy1w7f71obH,The Swinging Blue Jeans,71064,161534,strict,UK006F,Liverpool,1597536
0umDTRGYujQH31KZq9FdrU,Loadstar,38144,160497,strict,UK011F,Bristol,1025309
0P2q6xyNc2hVFkG3ThjYcJ,The Magic Numbers,102124,160113,strict,UK001F,London,12666099
0uhNYfjHJyAmHh2xNZ4vqf,Oxide & Neutrino,27287,159474,strict,UK001F,London,12666099
4A9xtvezlouTD7H0kyUje9,Twin Atlantic,154793,158180,strict,UK004F,Glasgow,1895840
7ulIMfVKiXh8ecEpAVHIAY,Electrelane,67563,156130,strict,UK515F,Brighton and Hove,451122
23ytwhG1pzX6DIVWRWvW1r,TesseracT,359654,155442,strict,UK525F,Milton Keynes,305884
6EQn1KgYQxe0bcheogqRTB,Wax,15562,151687,strict,UK008F,Manchester,3595966
7DlD7rLG9MKuvXtTeACzkO,Dry Cleaning,170043,150253,strict,UK001F,London,12666099
1nhSLEYdoBHG6cJ8NDwoF1,Fickle Friends,141833,149977,strict,UK515F,Brighton and Hove,451122
0FOcXqJgJ1oq9XfzYTDZmZ,Super Furry Animals,131452,149540,strict,UK009F,Cardiff,939371
2YiWXa7E1raYyY0uQDLpgs,Lo Fidelity Allstars,29732,149493,strict,UK001F,London,12666099
3wRksusBxJ6npu0PryYheF,The Selecter,144513,147657,strict,UK025F,Coventry,787858
0NbfEPYRgMczimdfM3skmH,Sleeper,81522,146769,strict,UK001F,London,12666099
0KU55rzxAihPhi27MAuz9O,The Big Moon,117870,146229,strict,UK001F,London,12666099
7Hvq85OU8T7Hsd63zNBwaL,black midi,325236,144902,strict,UK001F,London,12666099
0N3oP3Si8ihzFUrU6kITZ8,Monaco,32255,140035,strict,UK008F,Manchester,3595966
5uSY4FF3dZMCVSkZslKCHi,Michael Schenker Group,226255,139857,strict,UK001F,London,12666099
5rIXueJu7zVE2gDZjUM6g8,Pop Will Eat Itself,45364,138949,strict,UK002F,Birmingham,3247941
0sQ1wgSdRpoysgsa1VnI4G,Foreign Beggars,103677,138616,strict,UK001F,London,12666099
2jK54ZlZhTF1TxygsVeR05,Hawkwind,145361,136226,strict,UK001F,London,12666099
747P2pvOwW22iRcFS9zQDv,The Toy Dolls,105717,135203,strict,UK510F,Sunderland,288606
29wYlrKAdlJOf9ayJIIPpJ,Acoustic Alchemy,68974,133679,strict,UK001F,London,12666099
4LdZNE5MHGqvc0N9ivXNF3,The Joy Formidable,130580,133646,strict,UK568F,Cheshire West and Chester,527519
6mRev5KzKOgQcZjWanwBdd,The Escape Club,13509,131312,strict,UK001F,London,12666099
39afGThIZjTTMH5enuLXYI,The Icicle Works,50086,131181,strict,UK006F,Liverpool,1597536
4IeWU3NYBI9mISFVhzXG8f,shame,201828,129743,strict,UK001F,London,12666099
4toJT7YydhWcrYNgWJK4hW,Five Star,84034,128764,strict,UK001F,London,12666099
3wrtQM9ICPPeHwoc1GWiyV,Teleman,59760,128713,strict,UK001F,London,12666099
07h7JMfYWswTq4qpinC5q4,Altered Images,94902,126082,strict,UK004F,Glasgow,1895840
76vZk3TWaVcNiP7H7in9fu,Space,46037,125619,strict,UK006F,Liverpool,1597536
2vwI9jlKSgJbne3dlTzaLO,Skids,54513,123686,reviewed_extended,UK007F,Edinburgh,932180
1jucBaHU995Lf7ViACscFu,Real Lies,23084,122748,strict,UK001F,London,12666099
17obwOahRWI121iMUZznh2,Savoy Brown,148308,119814,strict,UK001F,London,12666099
3Ps27dDfvubd75rh5A0wz9,Honeyz,93205,119707,strict,UK001F,London,12666099
1QPWAsWIjRcTfvY5uH8dov,Catherine Wheel,81520,119190,strict,UK051F,Great Yarmouth,100529
0DSE3n3008wiKzfd8vNhWy,Sweet Sensation,93792,116293,strict,UK008F,Manchester,3595966
5UyRaawCsdiVrro0WWgIVB,Rak-Su,190495,115569,strict,UK001F,London,12666099
2oVmQT6s29pVIKpqJkyxBS,Black Honey,109746,115099,strict,UK515F,Brighton and Hove,451122
1hrQ50kU6hMQBVLatqUqnO,Gentle Giant,264530,114925,strict,UK001F,London,12666099
02zGgCB9SiSPeDYMfwPJXK,Godley & Creme,60417,112480,strict,UK008F,Manchester,3595966
1Ia5iTYHMBsMQfi7Fbcbuw,The Raven Age,102743,110546,strict,UK001F,London,12666099
5U16QlMnlSAhkQxBZpLyLO,The Pretty Things,132774,110197,strict,UK001F,London,12666099
2cUnvdrMWIMACo3fSxCrWW,Mumm-ra,27210,109420,strict,UK056F,Hastings,187352
6lmoqMxughzdlxvQTsUXjF,Ska Cubano,53801,104757,strict,UK001F,London,12666099
42RbQv212uOjyfIXECLKfR,Budgie,94464,102853,strict,UK009F,Cardiff,939371
7t00AYOoiQrcgNlpTkNer6,King Hannah,63768,102030,strict,UK006F,Liverpool,1597536
2xPxXPgmZFs7x6xRFpHwkq,The Ordinary Boys,31701,101724,strict,UK045F,Worthing,113866
6dXTZkBBwA1WOLD6OSuA0x,The Overtones,48910,101723,strict,UK001F,London,12666099
685XjGzGztyivfR3fAjoxo,Squid,179206,101653,strict,UK515F,Brighton and Hove,451122
3kdrMtLybQIl93rXJlvF3w,New Young Pony Club,63710,99986,strict,UK001F,London,12666099
1dwrMJAKBiLlj0O4R791Xo,Evile,131754,99821,strict,UK003F,Leeds,3070506
147FGf3bdxV1L0mmVtgaJR,Black Grape,95076,99344,strict,UK008F,Manchester,3595966
0nV7SiEIVtPLTSJ6NwWDGj,Creeper,102884,98969,strict,UK520F,Southampton,713674
0Uo1d5A6BR1I155GlD9WYo,The Wonder Stuff,74322,98365,strict,UK002F,Birmingham,3247941
7iMWWdRNiCJwGOGEIYr02z,My Dying Bride,210924,98069,strict,UK003F,Leeds,3070506
1wCc2Wgga1H8C7u57pcqYk,Freddie & The Dreamers,102268,97117,strict,UK008F,Manchester,3595966
46VosWAvtZsBl7rvxufsWG,Argent,66357,96722,strict,UK001F,London,12666099
0nbaBQTlGxUPLQ07N7onwv,The Rezillos,63677,96370,strict,UK007F,Edinburgh,932180
1kF0gYnHLUJvFuPdoowO02,Lower Than Atlantis,114550,96324,strict,UK001F,London,12666099
4iWOyexPqcvgycdx7mLUcl,Snapped Ankles,52165,96130,strict,UK001F,London,12666099
215tdyVWdDYOjufDKf6UJg,Warning,39680,96100,strict,UK001F,London,12666099
3ghT43Gj41br25PvBCDS22,Stealing Sheep,29907,95519,strict,UK006F,Liverpool,1597536
2wBpW4bAGYVe0yJcBeCTyd,２８１４,89132,95312,strict,UK001F,London,12666099
3Nu9hoMBT4SkDcaNvmK4G1,Magnum,78000,94112,strict,UK002F,Birmingham,3247941
4wWQkHhmUNlXvhbHRUSqZW,The Vaselines,95866,94006,strict,UK004F,Glasgow,1895840
59VqwKtnkmMOdYKYRxO5Td,Cook da Books,2321,92697,strict,UK006F,Liverpool,1597536
0d49iRrp4iVZggKbcpxnqI,The Quireboys,63481,92662,strict,UK001F,London,12666099
1o7zIbVAgDDHKijLVuLASg,Longpigs,53332,91435,strict,UK010F,Sheffield,1217504
2TRtXTjjmyzK5oUGec1Gv8,Girlschool,103283,90933,strict,UK001F,London,12666099
4wsg78KGu80m8Xk37PY2uG,U.K. Subs,80069,90759,strict,UK001F,London,12666099
2x9iKuuxMHGDm12dmNfOAh,The Chevin,8737,90538,strict,UK003F,Leeds,3070506
1MZ8NERIuOS610KBhr6yna,Tygers Of Pan Tang,77762,89626,strict,UK013F,Newcastle,1221203
